,comparisons,doi,assessment_result
10,http://orkg.org/orkg/resource/R141369,10.48366/r141369,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
11,http://orkg.org/orkg/resource/R141385,10.48366/r141385,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
12,http://orkg.org/orkg/resource/R141810,10.48366/r141810,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
13,http://orkg.org/orkg/resource/R141811,10.48366/r141811,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
14,http://orkg.org/orkg/resource/R142850,10.48366/r142850,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
15,http://orkg.org/orkg/resource/R143746,10.48366/r143746,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
16,http://orkg.org/orkg/resource/R143853,10.48366/r143853,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
17,http://orkg.org/orkg/resource/R143856,10.48366/r143856,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
18,http://orkg.org/orkg/resource/R144148,10.48366/r144148,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
19,http://orkg.org/orkg/resource/R144251,10.48366/r144251,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
20,http://orkg.org/orkg/resource/R144512,10.48366/r144512,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
21,http://orkg.org/orkg/resource/R145951,10.48366/r145951,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
22,http://orkg.org/orkg/resource/R146851,10.48366/r146851,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
23,http://orkg.org/orkg/resource/R147040,10.48366/r147040,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
24,http://orkg.org/orkg/resource/R147152,10.48366/r147152,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
25,http://orkg.org/orkg/resource/R147167,10.48366/r147167,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
26,http://orkg.org/orkg/resource/R147183,10.48366/r147183,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
27,http://orkg.org/orkg/resource/R147196,10.48366/r147196,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
28,http://orkg.org/orkg/resource/R147317,10.48366/r147317,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
29,http://orkg.org/orkg/resource/R147365,10.48366/r147365,"[{'metric': 'F1A', 'score': 1}, {'metric': 'F1B', 'score': 1}, {'metric': 'F1B', 'score': 0}, {'metric': 'F2A', 'score': 1}, {'metric': 'F2B', 'score': 1}, {'metric': 'F3', 'score': 0}, {'metric': 'F3', 'score': 0}, {'metric': 'F4', 'score': 0}, {'metric': 'A1.1', 'score': 0}, {'metric': 'A1.1', 'score': 1}, {'metric': 'A1.2', 'score': 0}, {'metric': 'A1.2', 'score': 1}, {'metric': 'FA2', 'score': 0}, {'metric': 'I1A', 'score': 1}, {'metric': 'I1B', 'score': 1}, {'metric': 'I1A', 'score': 0}, {'metric': 'I1B', 'score': 0}, {'metric': 'I2A', 'score': 1}, {'metric': 'I2B', 'score': 0}, {'metric': 'I3A', 'score': 1}, {'metric': 'R1.1', 'score': 0}, {'metric': 'R1.1', 'score': 1}]"
